what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1308282960308
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1308282960517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308282966612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308282981846
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308282992431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308283002534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283007308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283011382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308283025353
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308283027862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308283029928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283031260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283043241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283045315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283114825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283115391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283141717
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308283144518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283146175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283148180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283149652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308283150864
