what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432130849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432131980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432133637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432137941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432138940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432145181
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432146236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432148136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432151956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432152980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432161037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432164175
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432165213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432166447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432189105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432202134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432205196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432206085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432207745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432210012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432212252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432219589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432220311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432221473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432223707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432224747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432226778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432228928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432229964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432231479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432233566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432234675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432236569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432238699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432239731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432241349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432243292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432244243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432246202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432248436
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432249395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432251158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432253129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308432254195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432258503
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432264881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432265605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432269241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432271538
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1308432273299
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308432274021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432280813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432292308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432293937
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1308432297766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432297794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432373986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432374930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432393199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432396601
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308432398459
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308432407987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432413192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432418381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432448619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432453252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432458387
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1308432474528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432477638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432503439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432550957
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1308432551970
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1308432553601
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308432558961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432562589
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432564101
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308432570605
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308432571045
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308432572537
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432575143
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432580090
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308432582682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432600026
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432607753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432611321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432622216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432692414
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1308432693909
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1308432694079
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1308432694456
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1308432694796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308432698272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308432702598
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1308432709149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432757665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432759310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432761106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432761659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432768833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432770055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432772549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308432773840
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308432776494
