what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415490036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415490554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415494783
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1308415499696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308415500925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415502241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415504714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415504781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415507315
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415508938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415513657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415520460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415520483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415527994
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415536006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415542691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415542717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415546532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415548486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415555195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415559525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415559570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415563469
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415568197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415569167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415571413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415574736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415574771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415593738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308415600200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308415602518
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1308415608794
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415616164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415621446
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1308415623793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415628268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1308415655376
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1308415661306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415678144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415678590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415705639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415721380
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415901997
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1308415909489
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308415910103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308415914799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1308415921019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1308415922558
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1308415924455
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415928124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415929657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415930844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415931503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415936361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308415941174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308415941977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416099338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416145003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416145566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416158261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308416437638
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416440239
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308416444762
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416451218
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308416460553
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416460554
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308416462946
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416462960
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416463083
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416463236
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416463367
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416463544
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1308416463810
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416463845
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308416464017
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1308416464436
closed,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308416464501
closed,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1308416464633
