what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1308708238113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1308708239328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1308708242081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708332232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708363791
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308708366883
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708377291
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1308708378978
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708382037
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1308708383667
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708384247
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708396215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708396770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708405183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708406072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708406585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708408157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708414813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708418460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1308708421316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708428633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708434165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1308708436752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708437081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708438584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708441115
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708443830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708444671
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1308708449932
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708452264
activated,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1308708454051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708456290
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308708459216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708462130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708470303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708471023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708471835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708472899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708489708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308708491823
